topic0,reserve0,reserve1,blockNum,index
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f81928e6e982ed6ccf000000000000000000000000000000000000000000000000000029a1b8030b95,14841960,479,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f7fcca462d33c290e8000000000000000000000000000000000000000000000000000029a2a66e3395,14841965,7,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f7fefffeab6da0121a000000000000000000000000000000000000000000000000000029a293f7fc10,14841965,278,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f77261e40bc7e64632000000000000000000000000000000000000000000000000000029a732514021,14841966,46,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f77277054408b37e32000000000000000000000000000000000000000000000000000029a731a092ef,14841968,84,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f7729d41cc0790a0c0000000000000000000000000000000000000000000000000000029a73060dc2d,14841972,612,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f76b87574cf09fdafa000000000000000000000000000000000000000000000000000029a76bfba62d,14841973,130,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f76c38fa091f64dafa000000000000000000000000000000000000000000000000000029a7662e49ca,14841973,231,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f76b4de13d7ce314d3000000000000000000000000000000000000000000000000000029a76de7fada,14841984,24,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f76d57a0ede4bc9650000000000000000000000000000000000000000000000000000029a75cdd3674,14841989,193,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f762b6df65f2bbc20f000000000000000000000000000000000000000000000000000029a7b6456574,14841992,493,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f75100acb3a38d0065000000000000000000000000000000000000000000000000000029a84b485e74,14841996,54,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f7546e95afa94888d8000000000000000000000000000000000000000000000000000029a82e9a4a0b,14842004,352,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f8159f12f566b51a0a000000000000000000000000000000000000000000000000000029a1dfe8085c,14842010,26,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f7393964e5b67316b5000000000000000000000000000000000000000000000000000029a91d43f5df,14842010,30,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f73dd148527b93ee7a000000000000000000000000000000000000000000000000000029a8f6d86893,14842013,299,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f72fa4e8911c864633000000000000000000000000000000000000000000000000000029a96e1d3ed3,14842014,63,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f731b9d0c5a8d54633000000000000000000000000000000000000000000000000000029a95cb385b4,14842022,174,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f723a1a7c613bda64b000000000000000000000000000000000000000000000000000029a9d3508334,14842026,8,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f720578f8c7e4baab6000000000000000000000000000000000000000000000000000029a9eeffa90f,14842028,66,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f71ec486d867bdaffe000000000000000000000000000000000000000000000000000029a9fc3faef0,14842029,80,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f71deaf73d225c7251000000000000000000000000000000000000000000000000000029aa0366bcf0,14842030,41,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f71dc6b4aa83d27bcf000000000000000000000000000000000000000000000000000029aa0497e9f0,14842032,458,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f70e258c909652b08e000000000000000000000000000000000000000000000000000029aa8824843c,14842033,98,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f70d6ce77b17975dd1000000000000000000000000000000000000000000000000000029aa8e36b2c8,14842040,13,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f71723cdc5a65d5dd1000000000000000000000000000000000000000000000000000029aa3cf01813,14842042,6,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f714ea8c6b43c5b08e000000000000000000000000000000000000000000000000000029aa4fa75a93,14842044,167,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f715c07785051db9fd000000000000000000000000000000000000000000000000000029aa48a9a494,14842051,358,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f7168c2e6aaebc993f000000000000000000000000000000000000000000000000000029aa42014f50,14842052,421,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f71ea9696a50ba35a2000000000000000000000000000000000000000000000000000029a9fe1f1516,14842054,127,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f71409fbf253fd71a6000000000000000000000000000000000000000000000000000029aa57874416,14842057,532,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f7129f6842bf503231000000000000000000000000000000000000000000000000000029aa63730616,14842058,96,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f70dfe3e602e9da098000000000000000000000000000000000000000000000000000029aa8a6a8fc6,14842059,376,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6ffd4c06ae101be52000000000000000000000000000000000000000000000000000029ab01a023c6,14842059,434,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6b77d52484009bbf3000000000000000000000000000000000000000000000000000029ad62b8e977,14842067,139,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6b73de93ead2688fe000000000000000000000000000000000000000000000000000029ad64ceedff,14842073,437,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6ceed0997e452d600000000000000000000000000000000000000000000000000000029ac9e8f1d86,14842076,170,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6cb62fcb46b0ae4d8000000000000000000000000000000000000000000000000000029acbc5c8286,14842076,335,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6c940992944708830000000000000000000000000000000000000000000000000000029acce5574bf,14842077,103,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6b92225649b1ab270000000000000000000000000000000000000000000000000000029ad5612cb24,14842086,36,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6b9af02dba072d270000000000000000000000000000000000000000000000000000029ad51779a2a,14842087,149,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6b29b2accf833f7ca000000000000000000000000000000000000000000000000000029ad8d12642a,14842101,364,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6b1bbd080675c1e68000000000000000000000000000000000000000000000000000029ad946b71e6,14842106,16,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6ae31ed4d6b9b3386000000000000000000000000000000000000000000000000000029adb238d6e6,14842108,32,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f6a680542a43f8094d000000000000000000000000000000000000000000000000000029adf30563fd,14842121,67,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f692d183345504fb72000000000000000000000000000000000000000000000000000029ae98cf6608,14842136,9,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f47039f1c6efb8fb72000000000000000000000000000000000000000000000000000029c09cca8348,14842141,32,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f46fa9841d650ca7d1000000000000000000000000000000000000000000000000000029c0a18f3748,14842141,476,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f470266a95db89ff33000000000000000000000000000000000000000000000000000029c09d75e33f,14842147,439,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f3be028d498c3bea6f000000000000000000000000000000000000000000000000000029c67feb1d34,14842149,101,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1be46693da0f47ba0000000000000000000000000000000000000000000000000000029d770ac08de,14842149,105,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1b792c2ebf087cea4000000000000000000000000000000000000000000000000000029d7a98ed3e6,14842150,174,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1b7bc03c3be1fc003000000000000000000000000000000000000000000000000000029d7a832c081,14842151,125,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f0c05aca9cdd79e003000000000000000000000000000000000000000000000000000029dfdda7c641,14842153,30,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f0c8ae6b6f0eb5e003000000000000000000000000000000000000000000000000000029df974b0a02,14842153,93,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f09b1b10cd48f50c0c000000000000000000000000000000000000000000000000000029e11ac86d42,14842153,431,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004efc5c1c20d6fd9240c000000000000000000000000000000000000000000000000000029e83227d6e2,14842154,106,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef29c5f7490e797f98000000000000000000000000000000000000000000000000000029ed62edd298,14842154,136,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef2a760c1dd527a798000000000000000000000000000000000000000000000000000029ed5d1a1c58,14842157,144,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef294ebd6084d237b3000000000000000000000000000000000000000000000000000029ed66eef4a0,14842161,483,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef2a0257beaba293b3000000000000000000000000000000000000000000000000000029ed60fd67b3,14842166,23,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef277ce03a8f25a7cc000000000000000000000000000000000000000000000000000029ed767a9f88,14842166,104,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef2592760b2eb7750e000000000000000000000000000000000000000000000000000029ed86ce69b6,14842170,153,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef25dc6a501185b90e000000000000000000000000000000000000000000000000000029ed845be079,14842176,154,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef26fa04eed2c1ff0e000000000000000000000000000000000000000000000000000029ed7ae843bd,14842176,187,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f00984ea033880ff0e000000000000000000000000000000000000000000000000000029e5fd012abc,14842177,36,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f0184b245887ff270e000000000000000000000000000000000000000000000000000029e58004cf11,14842177,164,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f023176313134b2e9c000000000000000000000000000000000000000000000000000029e524ae157b,14842184,95,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f021b0c45ffdffe631000000000000000000000000000000000000000000000000000029e53099d77b,14842186,498,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef6b2eafd99d129ca0000000000000000000000000000000000000000000000000000029eb42941857,14842187,171,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef6bad7c0e96ed7bf4000000000000000000000000000000000000000000000000000029eb3e625481,14842190,110,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef6c06e5acd865f9b9000000000000000000000000000000000000000000000000000029eb3b6d281b,14842195,49,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f01da68782b46ca9b9000000000000000000000000000000000000000000000000000029e55c14611e,14842197,42,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f108634b6f82625fbb000000000000000000000000000000000000000000000000000029dd9bddb3a9,14842197,46,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1f7772033b6830fbb000000000000000000000000000000000000000000000000000029d5b9ea81f4,14842200,74,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1e6c6768310b7f790000000000000000000000000000000000000000000000000000029d6478aada8,14842207,88,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1e644fff286912a78000000000000000000000000000000000000000000000000000029d64bd54fa8,14842210,381,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1e0da73d3b6f2b6a8000000000000000000000000000000000000000000000000000029d679cbdbe1,14842211,52,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1f8364c6d0907eb67000000000000000000000000000000000000000000000000000029d5b4c45c82,14842216,36,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1f07c389e9921dafc000000000000000000000000000000000000000000000000000029d5f6550782,14842233,520,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1e705288336ef9488000000000000000000000000000000000000000000000000000029d646a6a52c,14842234,11,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1dd2fe39bad53e2fa000000000000000000000000000000000000000000000000000029d69a18f32c,14842240,15,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1ddee0e95f48adafa000000000000000000000000000000000000000000000000000029d693d4c04f,14842240,215,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1da6b10b51dddbf0a000000000000000000000000000000000000000000000000000029d6b1a2254f,14842247,6,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1de6123c0e1ede0ad000000000000000000000000000000000000000000000000000029d69037a8c0,14842251,8,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1de7b738f6331edbc000000000000000000000000000000000000000000000000000029d68f59b3d4,14842266,220,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1e56bcee936e3edbc000000000000000000000000000000000000000000000000000029d654d14c49,14842267,3,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1e4ae41810cc19335000000000000000000000000000000000000000000000000000029d65b19de1e,14842272,197,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1e31b359b0cd7b675000000000000000000000000000000000000000000000000000029d66876345e,14842284,261,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1e2ef1129ec14efd9000000000000000000000000000000000000000000000000000029d669eccece,14842287,61,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1dbe90c40c0bdc420000000000000000000000000000000000000000000000000000029d6a58798ce,14842288,176,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1d919dcafe5c61a01000000000000000000000000000000000000000000000000000029d6bd5f1cce,14842293,168,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1f1ab927ab282a489000000000000000000000000000000000000000000000000000029d5ee1f8f13,14842300,152,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f1f138fd685c8cbdeb000000000000000000000000000000000000000000000000000029d5f1ebd8ef,14842309,365,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f09527bdf9fe3dfdeb000000000000000000000000000000000000000000000000000029e17ea0a80f,14842314,11,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f093ce6a7717e64029000000000000000000000000000000000000000000000000000029e18a1940d6,14842314,179,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f07633d6b448e50734000000000000000000000000000000000000000000000000000029e285de60d6,14842315,196,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004efab9134ebda34e954000000000000000000000000000000000000000000000000000029e94272a8cf,14842318,51,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef3a5041b2b80869ab000000000000000000000000000000000000000000000000000029ed07440cb3,14842325,5,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef39e702d3f2755466000000000000000000000000000000000000000000000000000029ed0ac4f634,14842326,17,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef37cddd93b279e1db000000000000000000000000000000000000000000000000000029ed1ca69934,14842331,30,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef3518452bfec4f4b9000000000000000000000000000000000000000000000000000029ed33bd9cd4,14842347,17,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef368633204aa274b9000000000000000000000000000000000000000000000000000029ed27a1babf,14842360,556,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef35c22ed4693c05de000000000000000000000000000000000000000000000000000029ed2e283e27,14842371,237,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef35d3f24da11c85de000000000000000000000000000000000000000000000000000029ed2d91c355,14842378,117,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef445fd4deb4113b0a000000000000000000000000000000000000000000000000000029ecb259310c,14842379,255,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef519361958e6e24d0000000000000000000000000000000000000000000000000000029ec4287e532,14842379,271,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef50e04e45ca9fd223000000000000000000000000000000000000000000000000000029ec487dc632,14842387,254,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef624fc1a72065da54000000000000000000000000000000000000000000000000000029ebb4d31569,14842391,179,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef5f44b4162bb5993f000000000000000000000000000000000000000000000000000029ebcec0a829,14842398,264,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef595275570fd025a5000000000000000000000000000000000000000000000000000029ec016aa0a9,14842401,101,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef614681e1efdad0e4000000000000000000000000000000000000000000000000000029ebbe0eeef5,14842405,12,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef60b73bab295f8778000000000000000000000000000000000000000000000000000029ebc2d3a2f5,14842412,191,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef633f7435ac95ee34000000000000000000000000000000000000000000000000000029ebad61e316,14842418,122,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004ef6828e5c504a4d4ac000000000000000000000000000000000000000000000000000029eb83c8e7e8,14842419,429,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004efbd019d944c3c8fa3000000000000000000000000000000000000000000000000000029e8b5705ded,14842422,8,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004efbc015e38f6672533000000000000000000000000000000000000000000000000000029e8bdf65fad,14842422,152,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004efadf6d7ba6e814b6c000000000000000000000000000000000000000000000000000029e9358803de,14842427,176,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004efb088183f81f3cb6c000000000000000000000000000000000000000000000000000029e91fcc6f25,14842432,240,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f0610f275b3a611b6c000000000000000000000000000000000000000000000000000029e34a551ba3,14842447,2,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f06f51483326e48bf7000000000000000000000000000000000000000000000000000029e2d1c6557d,14842456,179,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f10899bacac44d43f7000000000000000000000000000000000000000000000000000029ddc2656de6,14842462,343,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f169beb9b4580943f7000000000000000000000000000000000000000000000000000029da8e126fb2,14842463,381,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f172125a86894543f7000000000000000000000000000000000000000000000000000029da47c809f0,14842472,53,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f2040ee85b8406c3f7000000000000000000000000000000000000000000000000000029d57800e2cd,14842474,314,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f20786e618dd55173b000000000000000000000000000000000000000000000000000029d55abfd097,14842474,607,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f21d742fb9d673173b000000000000000000000000000000000000000000000000000029d4a1d69aac,14842475,656,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f250d7e29b49b8973b000000000000000000000000000000000000000000000000000029d2f090ccd2,14842476,60,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f234bb80bf9f29be72000000000000000000000000000000000000000000000000000029d3defbf4d2,14842482,440,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0000000000000000000000000000000000000000000004f27dcc28fff27b2689000000000000000000000000000000000000000000000000000029d177170934,14842485,91,
